Name, Has TP Support, Has Auto Solver
Worse Code, FALSE, FALSE
Worse Venn Diagram, FALSE, FALSE
X, FALSE, FALSE
X01, FALSE, FALSE
XmORse Code, FALSE, FALSE
XO, FALSE, FALSE
xobekuJ ehT, FALSE, FALSE
XOR Shift, FALSE, FALSE
X-Radar, FALSE, FALSE
X-RGB, FALSE, FALSE
X-Ring, FALSE, FALSE
X-Rotor, FALSE, FALSE
XY-Ray, FALSE, FALSE
Y, FALSE, FALSE
Yoshi Egg, FALSE, FALSE
Z, FALSE, FALSE
Zendo, FALSE, FALSE
"Zero, Zero", FALSE, FALSE
Zero-Resistance, FALSE, FALSE
Zoom, FALSE, FALSE
zzz, FALSE, FALSE
Faulty 14 Segment Display, UNKNOWN, UNKNOWN
Signal Driveway, UNKNOWN, UNKNOWN
Simon s'Morse, UNKNOWN, UNKNOWN
